date,symbol,open,high,low,close,adjusted_close,volume,currency
2018-01-16,NVDA,49.672,50.109,49.6021,49.9873,49.9873,10418633,USD
2018-01-16,QQQ,159.9458,160.2635,159.2693,159.6866,159.6866,9781608,USD
2018-01-16,SPY,274.9127,277.161,274.802,275.1019,275.1019,14033993,USD
2018-01-17,BND,79.5589,79.916,79.4802,79.6612,79.6612,1446951,USD
2018-01-17,GLD,116.98,117.1762,115.858,117.1192,117.1192,1654479,USD
2018-01-17,MSFT,76.3415,77.0084,75.798,76.5844,76.5844,9978587,USD
2018-01-17,NVDA,51.9722,52.2157,51.2715,51.8628,51.8628,8661587,USD
2018-01-17,QQQ,157.6365,157.8357,156.193,156.9849,156.9849,14639482,USD
2018-01-17,SPY,269.9165,271.085,268.632,270.1426,270.1426,12826513,USD
2018-01-18,BND,79.6451,79.8436,79.5382,79.5664,79.5664,1581897,USD
2018-01-18,GLD,117.0067,118.0635,116.9345,117.4517,117.4517,3598196,USD
2018-01-18,MSFT,78.2706,78.5768,77.6996,78.0571,78.0571,13938242,USD
2018-01-18,NVDA,53.6531,53.8149,53.4573,53.58,53.58,6775117,USD
2018-01-18,QQQ,154.9947,155.717,154.4466,154.9652,154.9652,11347192,USD
2018-01-18,SPY,272.36,273.0373,270.8419,272.5976,272.5976,9352358,USD
2018-01-19,BND,79.2763,79.5447,78.8854,79.4749,79.4749,1845102,USD
2018-01-19,GLD,119.5574,119.9573,119.0975,119.3886,119.3886,1966994,USD
2018-01-19,MSFT,76.4147,76.7709,76.2678,76.3673,76.3673,19528257,USD
2018-01-19,NVDA,51.8277,51.9097,51.416,51.8493,51.8493,10345147,USD
2018-01-19,QQQ,152.3819,152.6168,151.5551,152.1711,152.1711,13798793,USD
2018-01-19,SPY,268.1233,268.9501,266.9191,268.8851,268.8851,10511123,USD
2018-01-22,BND,79.2676,79.6045,78.9741,79.065,79.065,1759913,USD
2018-01-22,GLD,119.8776,120.5903,119.8213,119.8507,119.8507,3414312,USD
2018-01-22,MSFT,77.9629,78.2924,77.737,77.749,77.749,6414868,USD
2018-01-22,NVDA,54.7245,54.8515,54.4633,54.7842,54.7842,9132475,USD
2018-01-22,QQQ,153.8011,154.5588,152.8888,153.6672,153.6672,16877991,USD
2018-01-22,SPY,270.7324,271.9639,269.4121,271.0219,271.0219,8973841,USD
2018-01-23,BND,79.0179,79.1669,78.665,78.8844,78.8844,1871853,USD
2018-01-23,GLD,119.1945,119.9053,118.6844,119.4171,119.4171,1089057,USD
2018-01-23,MSFT,77.7959,78.1559,77.0292,77.6606,77.6606,8969557,USD
2018-01-23,NVDA,56.4266,56.782,55.8256,56.2245,56.2245,13312990,USD
2018-01-23,QQQ,153.7214,154.6124,153.4235,153.6585,153.6585,6266647,USD
2018-01-23,SPY,272.0234,272.9949,271.5188,272.4743,272.4743,6580042,USD
2018-01-24,BND,78.818,79.211,78.4825,78.542,78.542,2138915,USD
2018-01-24,GLD,118.2768,119.0383,118.1465,118.9226,118.9226,2219448,USD
2018-01-24,MSFT,77.2508,77.287,76.6695,77.2493,77.2493,9162036,USD
2018-01-24,NVDA,55.6216,55.9049,55.4,55.4636,55.4636,8421312,USD
2018-01-24,QQQ,154.7085,154.8845,154.012,154.7882,154.7882,16502001,USD
2018-01-24,SPY,273.7039,274.8578,272.488,274.0254,274.0254,11691604,USD
2018-01-25,BND,78.7899,79.3943,77.853,78.779,78.779,1913634,USD
2018-01-25,GLD,117.941,118.9199,116.8568,118.1037,118.1037,1448937,USD
2018-01-25,MSFT,77.7558,77.8135,77.3004,77.5978,77.5978,9973188,USD
2018-01-25,NVDA,55.5212,55.7072,55.2022,55.3673,55.3673,9458200,USD
2018-01-25,QQQ,151.7469,152.4466,151.0877,151.36,151.36,19044258,USD
2018-01-25,SPY,276.0588,276.6045,275.2966,276.1268,276.1268,5540130,USD
2018-01-26,BND,78.4539,78.9348,77.9248,78.6485,78.6485,1767249,USD
2018-01-26,GLD,119.3291,119.5936,119.1388,119.2135,119.2135,693090,USD
2018-01-26,MSFT,78.8555,79.2947,78.8383,78.8538,78.8538,5916077,USD
2018-01-26,NVDA,54.7369,55.1923,54.7341,54.8967,54.8967,10239511,USD
2018-01-26,QQQ,150.7631,151.5604,150.4052,150.7292,150.7292,10255542,USD
2018-01-26,SPY,270.9542,271.8554,269.8163,271.8531,271.8531,7283907,USD
2018-01-29,BND,79.0746,79.0938,78.846,78.8624,78.8624,3683220,USD
2018-01-29,GLD,119.2608,119.9895,117.9831,119.5827,119.5827,3492945,USD
2018-01-29,MSFT,81.6475,81.9292,81.3572,81.3597,81.3597,6158654,USD
2018-01-29,NVDA,54.4556,54.5631,54.3505,54.3515,54.3515,14137674,USD
2018-01-29,QQQ,151.6308,151.738,150.6481,150.9281,150.9281,7225818,USD
2018-01-29,SPY,271.6909,272.2156,269.3996,270.8113,270.8113,7212523,USD
2018-01-30,BND,78.7227,78.8636,78.52,78.8529,78.8529,3390272,USD
2018-01-30,GLD,118.4819,119.5985,118.4802,118.7814,118.7814,2829330,USD
2018-01-30,MSFT,81.4835,81.8587,81.3913,81.6787,81.6787,11625443,USD
2018-01-30,NVDA,53.2519,53.6151,53.1882,53.2313,53.2313,9644182,USD
2018-01-30,QQQ,149.2401,149.6998,148.6222,148.8206,148.8206,8342300,USD
2018-01-30,SPY,269.6445,270.8224,268.1558,270.2864,270.2864,5463135,USD
2018-01-31,BND,79.0582,79.6722,78.4544,79.0223,79.0223,2248110,USD
2018-01-31,GLD,121.97,122.7691,121.0089,121.7644,121.7644,1645694,USD
2018-01-31,MSFT,80.047,80.6484,78.7183,79.5492,79.5492,12364400,USD
2018-01-31,NVDA,52.6894,52.8366,52.3686,52.6721,52.6721,8047273,USD
2018-01-31,QQQ,147.5388,147.831,147.2107,147.7138,147.7138,8818596,USD
2018-01-31,SPY,271.8295,272.1605,271.3045,271.6681,271.6681,10255666,USD
2018-02-01,BND,79.6411,80.192,79.4961,79.6904,79.6904,2743252,USD
2018-02-01,GLD,121.8128,122.9436,121.7817,122.1048,122.1048,2556126,USD
2018-02-01,MSFT,81.7746,81.7757,81.4388,81.5925,81.5925,11599962,USD
2018-02-01,NVDA,54.7002,54.9064,54.4474,54.4817,54.4817,9857148,USD
2018-02-01,QQQ,146.2731,146.8171,146.0219,146.2164,146.2164,9508043,USD
2018-02-01,SPY,270.334,271.1627,268.068,270.1768,270.1768,9196386,USD
2018-02-02,BND,79.73,80.5409,79.1719,79.6382,79.6382,2363258,USD
2018-02-02,GLD,123.2254,123.4803,122.9184,123.377,123.377,1463449,USD
2018-02-02,MSFT,83.1467,83.5358,82.9802,83.148,83.148,8655933,USD
2018-02-02,NVDA,54.5812,54.728,53.9519,54.3404,54.3404,10397789,USD
2018-02-02,QQQ,151.5651,151.5897,150.7272,150.7659,150.7659,6901880,USD
2018-02-02,SPY,267.3573,268.3359,265.3462,267.2376,267.2376,13394899,USD
2018-02-05,BND,79.4979,79.4998,79.0106,79.4605,79.4605,2704195,USD
2018-02-05,GLD,123.2898,123.6307,122.7176,123.5731,123.5731,2482565,USD
2018-02-05,MSFT,81.3397,81.4636,81.1803,81.2498,81.2498,8125955,USD
2018-02-05,NVDA,54.3923,54.5612,54.084,54.4406,54.4406,7743658,USD
2018-02-05,QQQ,152.9254,153.6472,151.5505,153.0779,153.0779,9963440,USD
2018-02-05,SPY,269.3563,269.5089,268.0845,268.3746,268.3746,7230321,USD
2018-02-06,BND,79.7551,80.3588,79.1509,79.4248,79.4248,2437751,USD
2018-02-06,GLD,122.7619,124.072,122.5587,123.2692,123.2692,4116311,USD
2018-02-06,MSFT,81.7946,81.9947,81.1516,81.6582,81.6582,16847006,USD
2018-02-06,NVDA,56.0536,56.1222,55.4824,55.8524,55.8524,14432294,USD
2018-02-06,QQQ,154.8651,155.0565,153.7085,154.6639,154.6639,7427503,USD
2018-02-06,SPY,266.3918,268.6231,265.7702,267.3118,267.3118,5976307,USD
2018-02-07,BND,79.2379,79.3104,79.1139,79.2918,79.2918,1928246,USD
2018-02-07,GLD,123.1864,123.3964,122.6853,123.1446,123.1446,6752722,USD
2018-02-07,MSFT,81.519,81.6003,81.2478,81.321,81.321,7184415,USD
2018-02-07,NVDA,57.0753,57.3172,56.9247,57.1662,57.1662,20786884,USD
2018-02-07,QQQ,157.4272,157.9057,157.3854,157.6587,157.6587,7236186,USD
2018-02-07,SPY,264.634,266.0933,262.0495,264.4268,264.4268,27727839,USD
2018-02-08,BND,79.0187,79.4981,78.6701,78.905,78.905,778109,USD
2018-02-08,GLD,123.1723,123.5753,121.9799,122.7806,122.7806,1017131,USD
2018-02-08,MSFT,80.1522,80.9579,80.0376,80.24,80.24,8765552,USD
2018-02-08,NVDA,57.1622,57.2137,57.1573,57.1884,57.1884,7870591,USD
2018-02-08,QQQ,155.8324,157.146,155.6024,156.7854,156.7854,13185120,USD
2018-02-08,SPY,265.0626,266.6224,264.0545,265.7199,265.7199,7523682,USD
2018-02-09,BND,78.5775,78.9445,77.9995,78.8522,78.8522,853065,USD
2018-02-09,GLD,125.0777,125.3524,124.2575,124.9711,124.9711,2103317,USD
2018-02-09,MSFT,80.2079,80.7503,79.8093,80.4736,80.4736,16801924,USD
2018-02-09,NVDA,57.56,57.8236,57.4114,57.7657,57.7657,16334045,USD
2018-02-09,QQQ,157.5037,158.0392,157.1421,157.7829,157.7829,16821702,USD
2018-02-09,SPY,264.1884,265.2753,262.551,264.5933,264.5933,10565057,USD
2018-02-12,BND,78.8295,78.9,78.6141,78.6664,78.6664,4073446,USD
2018-02-12,GLD,122.9595,124.7578,122.6728,123.709,123.709,1613848,USD
2018-02-12,MSFT,82.2948,82.4866,82.0144,82.2202,82.2202,11533041,USD
2018-02-12,NVDA,58.0084,58.024,57.5876,57.9634,57.9634,16922709,USD
2018-02-12,QQQ,155.7616,156.1026,155.5363,156.0424,156.0424,11134365,USD
2018-02-12,SPY,263.5324,264.7513,263.1263,264.2165,264.2165,9813521,USD
2018-02-13,BND,78.9468,79.3008,78.4883,78.7628,78.7628,3112903,USD
2018-02-13,GLD,123.5875,123.7765,122.5292,123.1367,123.1367,1778955,USD
2018-02-13,MSFT,82.1772,82.212,81.7654,82.1959,82.1959,11098372,USD
2018-02-13,NVDA,58.0325,58.3727,57.7305,58.1021,58.1021,13561057,USD
2018-02-13,QQQ,157.0541,158.0159,154.9565,156.552,156.552,9744759,USD
2018-02-13,SPY,269.5791,271.1826,269.0865,269.4913,269.4913,6605183,USD
2018-02-14,BND,78.888,79.4507,78.6616,79.2215,79.2215,1720990,USD
2018-02-14,GLD,122.0502,122.8202,121.6586,121.7758,121.7758,1973743,USD
2018-02-14,MSFT,81.5462,81.8419,81.1404,81.2438,81.2438,13919599,USD
2018-02-14,NVDA,59.2947,59.3494,58.8129,59.1521,59.1521,8531410,USD
2018-02-14,QQQ,155.5403,156.8418,155.0184,156.0476,156.0476,12560139,USD
2018-02-14,SPY,266.2472,269.2342,266.1045,266.7308,266.7308,13410745,USD
2018-02-15,BND,79.5132,80.211,78.9614,79.4621,79.4621,3224548,USD
2018-02-15,GLD,122.0397,123.1276,121.6568,121.9041,121.9041,1781813,USD
2018-02-15,MSFT,80.3279,80.6064,79.8789,80.4103,80.4103,9799957,USD
2018-02-15,NVDA,55.3871,55.5255,55.1809,55.4513,55.4513,13408407,USD
2018-02-15,QQQ,153.7783,154.3343,153.1182,153.6432,153.6432,7873022,USD
2018-02-15,SPY,264.7945,265.8946,263.5108,264.1792,264.1792,9858344,USD
2018-02-16,BND,79.0243,79.2495,78.4736,79.1839,79.1839,1425660,USD
2018-02-16,GLD,121.4471,121.9975,121.034,121.7338,121.7338,2405346,USD
2018-02-16,MSFT,80.9267,81.2715,80.6762,81.2463,81.2463,7758404,USD
2018-02-16,NVDA,56.0462,56.1261,55.601,55.7662,55.7662,11021886,USD
2018-02-16,QQQ,157.0896,157.1416,155.4818,156.2885,156.2885,3652228,USD
2018-02-16,SPY,262.6598,263.0892,262.1896,262.3672,262.3672,6393660,USD
2018-02-19,BND,78.7471,79.8576,78.5445,78.9685,78.9685,2407546,USD
2018-02-19,GLD,121.7393,121.7954,121.2819,121.7584,121.7584,2122506,USD
2018-02-19,MSFT,81.1686,81.2166,80.9532,81.0176,81.0176,10391497,USD
2018-02-19,NVDA,54.8682,55.1335,54.8325,55.0175,55.0175,7868827,USD
2018-02-19,QQQ,157.0867,158.0495,156.9392,157.8246,157.8246,9273130,USD
2018-02-19,SPY,263.9879,264.9066,262.2546,262.9499,262.9499,11052141,USD
2018-02-20,BND,78.8946,79.0777,78.7009,78.7058,78.7058,1548313,USD
2018-02-20,GLD,122.4009,122.9127,121.4512,122.3019,122.3019,2443462,USD
2018-02-20,MSFT,78.5402,78.8065,78.086,78.3429,78.3429,8279840,USD
2018-02-20,NVDA,57.2941,57.4204,56.8299,57.2763,57.2763,9017510,USD
2018-02-20,QQQ,159.0142,160.0629,158.782,159.7559,159.7559,17390987,USD
2018-02-20,SPY,266.9864,267.4583,265.154,266.8401,266.8401,11619094,USD
2018-02-21,BND,78.6085,79.361,78.254,78.7646,78.7646,1571115,USD
2018-02-21,GLD,122.319,123.611,122.0614,122.8542,122.8542,2056223,USD
2018-02-21,MSFT,79.215,79.7763,79.0461,79.247,79.247,10223894,USD
2018-02-21,NVDA,55.3254,55.6627,55.2188,55.5095,55.5095,6634114,USD
2018-02-21,QQQ,160.3188,161.0471,159.0895,160.7921,160.7921,12840611,USD
2018-02-21,SPY,271.5974,271.7803,271.1732,271.473,271.473,17821576,USD
2018-02-22,BND,78.9301,79.1049,78.4812,79.0078,79.0078,847604,USD
2018-02-22,GLD,122.1113,122.6514,120.5699,121.4767,121.4767,2320896,USD
2018-02-22,MSFT,79.3982,79.9708,79.2499,79.3365,79.3365,6137923,USD
2018-02-22,NVDA,55.1533,55.5325,54.7238,54.9977,54.9977,9986443,USD
2018-02-22,QQQ,158.6989,159.1693,158.4789,158.8049,158.8049,5495946,USD
2018-02-22,SPY,276.6337,277.27,274.5909,276.7579,276.7579,6787747,USD
2018-02-23,BND,79.0481,79.2571,78.3466,79.1893,79.1893,1660672,USD
2018-02-23,GLD,120.0409,120.5861,118.9462,119.4329,119.4329,1725104,USD
2018-02-23,MSFT,78.5517,79.708,78.096,78.9251,78.9251,11984615,USD
2018-02-23,NVDA,54.2759,54.7289,54.0376,54.2233,54.2233,8506962,USD
2018-02-23,QQQ,157.9182,158.2114,156.9482,157.3716,157.3716,10504135,USD
2018-02-23,SPY,274.576,275.0747,273.3169,274.1351,274.1351,9444004,USD
2018-02-26,BND,79.4793,79.8091,79.2453,79.4239,79.4239,1798938,USD
2018-02-26,GLD,120.5445,120.7582,119.4374,120.0304,120.0304,3332772,USD
2018-02-26,MSFT,80.21,80.3027,79.8026,79.9559,79.9559,11272665,USD
2018-02-26,NVDA,54.0005,54.2876,53.9623,54.0366,54.0366,11527655,USD
2018-02-26,QQQ,162.4071,163.4273,162.2077,162.4035,162.4035,9132097,USD
2018-02-26,SPY,276.2115,277.1152,273.8856,275.243,275.243,4879412,USD
2018-02-27,BND,79.9816,80.1016,79.785,79.796,79.796,1630002,USD
2018-02-27,GLD,119.9185,121.0773,119.3973,120.5915,120.5915,1785139,USD
2018-02-27,MSFT,79.1651,79.4611,78.837,79.3491,79.3491,13757649,USD
2018-02-27,NVDA,54.9236,54.9378,54.7364,54.8764,54.8764,8316207,USD
2018-02-27,QQQ,162.1858,162.8885,161.2671,162.5003,162.5003,7556873,USD
2018-02-27,SPY,274.6035,275.3643,274.5031,275.1836,275.1836,8896357,USD
2018-02-28,BND,80.2743,80.6488,79.8904,80.0385,80.0385,2603794,USD
2018-02-28,GLD,119.536,119.9608,119.0502,119.7185,119.7185,2635500,USD
2018-02-28,MSFT,77.7501,78.0078,77.659,77.787,77.787,11701053,USD
2018-02-28,NVDA,54.7154,55.1756,54.5206,54.8067,54.8067,5675943,USD
2018-02-28,QQQ,162.8568,162.9425,161.5468,162.5687,162.5687,10258373,USD
2018-02-28,SPY,277.137,278.9188,276.7081,278.0591,278.0591,8916464,USD
2018-03-01,BND,80.3942,81.1129,80.2819,80.3593,80.3593,2541691,USD
2018-03-01,GLD,117.5228,118.0474,117.0357,117.4477,117.4477,1735764,USD
2018-03-01,MSFT,77.5065,77.8095,77.1496,77.6888,77.6888,14081189,USD
2018-03-01,NVDA,53.1383,53.269,52.8817,52.9787,52.9787,14843682,USD
2018-03-01,QQQ,161.4469,162.5664,160.7826,162.2615,162.2615,18420346,USD
2018-03-01,SPY,281.6114,283.5861,280.5198,281.2331,281.2331,7838168,USD
2018-03-02,BND,80.333,80.7217,79.4476,80.121,80.121,2382249,USD
2018-03-02,GLD,119.3794,119.6064,118.6522,118.9795,118.9795,2620306,USD
2018-03-02,MSFT,78.5196,79.0179,77.7835,78.1472,78.1472,7819522,USD
2018-03-02,NVDA,52.647,52.825,52.3899,52.8047,52.8047,20346249,USD
2018-03-02,QQQ,164.0861,164.189,163.1968,163.6254,163.6254,15330531,USD
2018-03-02,SPY,280.8013,281.7925,280.5602,280.6312,280.6312,10321783,USD
2018-03-05,BND,79.9329,80.2111,79.8155,80.0311,80.0311,3204753,USD
2018-03-05,GLD,120.1372,120.3993,119.6779,120.3826,120.3826,1349716,USD
2018-03-05,MSFT,79.4573,80.0275,79.1131,79.6103,79.6103,8412830,USD
2018-03-05,NVDA,53.9536,54.1304,53.7839,54.0052,54.0052,4931267,USD
2018-03-05,QQQ,162.0624,162.9051,161.054,161.6723,161.6723,8913252,USD
2018-03-05,SPY,283.1979,285.642,281.3028,281.4267,281.4267,9043089,USD
2018-03-06,BND,80.0446,80.5955,79.7895,80.3452,80.3452,1521495,USD
2018-03-06,GLD,118.0723,118.8179,117.1677,118.3149,118.3149,1560614,USD
2018-03-06,MSFT,77.829,78.0107,77.5888,77.8847,77.8847,11775976,USD
2018-03-06,NVDA,54.1522,54.6027,53.7341,54.0733,54.0733,19649629,USD
2018-03-06,QQQ,160.2303,161.0147,158.8807,159.5222,159.5222,8654571,USD
2018-03-06,SPY,276.6121,278.1146,274.7816,277.0212,277.0212,7747775,USD
2018-03-07,BND,80.752,81.2103,79.8916,80.4581,80.4581,1555323,USD
2018-03-07,GLD,118.2499,118.3746,118.1072,118.204,118.204,2248789,USD
2018-03-07,MSFT,77.0518,77.3956,76.8315,77.1135,77.1135,16028332,USD
2018-03-07,NVDA,56.7222,56.8968,56.2971,56.5251,56.5251,5573510,USD
2018-03-07,QQQ,159.7396,160.4105,158.8431,159.6739,159.6739,7604347,USD
2018-03-07,SPY,273.6461,275.8142,273.5949,275.123,275.123,8308518,USD
2018-03-08,BND,80.3202,80.7734,79.9998,80.4742,80.4742,2798519,USD
2018-03-08,GLD,116.7336,117.2378,116.2705,116.958,116.958,1176814,USD
2018-03-08,MSFT,76.4093,76.6981,76.172,76.3068,76.3068,10310160,USD
2018-03-08,NVDA,56.8342,56.9564,56.6617,56.7539,56.7539,17401665,USD
2018-03-08,QQQ,156.5275,156.8784,156.177,156.4945,156.4945,8367612,USD
2018-03-08,SPY,272.5051,273.1889,272.1233,272.5693,272.5693,21069396,USD
2018-03-09,BND,80.9384,80.9723,80.7138,80.7992,80.7992,2399245,USD
2018-03-09,GLD,116.4643,116.9521,115.8394,116.8414,116.8414,1948970,USD
2018-03-09,MSFT,76.1412,76.8696,75.6193,76.2351,76.2351,7657344,USD
2018-03-09,NVDA,57.6404,57.9417,56.9857,57.3935,57.3935,15024258,USD
2018-03-09,QQQ,158.4232,158.8721,156.0934,157.6418,157.6418,9216623,USD
2018-03-09,SPY,268.0854,271.1104,264.9447,268.8225,268.8225,6636181,USD
2018-03-12,BND,81.166,81.2995,80.4149,81.1711,81.1711,2373673,USD
2018-03-12,GLD,118.6097,119.3315,117.9711,118.6311,118.6311,1990767,USD
2018-03-12,MSFT,77.1919,77.4573,77.026,77.0486,77.0486,7165375,USD
2018-03-12,NVDA,56.3535,56.522,56.3478,56.4253,56.4253,18548277,USD
2018-03-12,QQQ,157.9173,159.4272,157.4239,158.4779,158.4779,9787161,USD
2018-03-12,SPY,268.0502,270.2444,267.8109,267.8215,267.8215,9177344,USD
2018-03-13,BND,80.9829,81.4677,80.5731,81.2201,81.2201,2385012,USD
2018-03-13,GLD,117.225,117.4202,117.0743,117.2558,117.2558,2112103,USD
2018-03-13,MSFT,77.8356,78.0025,77.1971,77.7371,77.7371,16865704,USD
2018-03-13,NVDA,56.589,56.6452,56.2156,56.524,56.524,8664865,USD
2018-03-13,QQQ,154.3304,155.185,153.9484,154.302,154.302,15082797,USD
2018-03-13,SPY,270.5015,271.0077,269.5057,270.2078,270.2078,6180329,USD
2018-03-14,BND,81.0503,81.1552,80.4025,81.0619,81.0619,2735606,USD
2018-03-14,GLD,115.504,115.761,115.2456,115.7569,115.7569,1528505,USD
2018-03-14,MSFT,79.9336,80.1696,79.5578,79.6378,79.6378,8932920,USD
2018-03-14,NVDA,58.3457,58.8547,58.006,58.4459,58.4459,8495984,USD
2018-03-14,QQQ,156.5833,158.0557,156.0923,156.8346,156.8346,10175632,USD
2018-03-14,SPY,269.4075,270.5836,269.0481,269.5871,269.5871,11794385,USD
2018-03-15,BND,80.7053,81.252,80.5825,80.9417,80.9417,1727611,USD
2018-03-15,GLD,115.087,115.2784,114.7013,115.0481,115.0481,1353444,USD
2018-03-15,MSFT,79.4022,79.6751,79.3652,79.5274,79.5274,12840952,USD
2018-03-15,NVDA,60.8543,61.1263,60.6789,60.68,60.68,13231818,USD
2018-03-15,QQQ,157.1453,157.9138,156.7342,157.1181,157.1181,6204059,USD
2018-03-15,SPY,272.8002,273.9065,271.8327,272.6943,272.6943,10000295,USD
2018-03-16,BND,80.4698,80.9552,80.2928,80.6738,80.6738,4791901,USD
2018-03-16,GLD,114.7968,114.901,113.8349,114.214,114.214,2254418,USD
